shipment_id,origin,destination,lane,date,distance_km,weight_ton,vehicle_type,fuel_type,utilization_percent,estimated_emissions_kg_co2e,traffic congestion,Age of vehicle,Engine size ( Capacity of liters of fuel)
SYNX002571,Mangalore,Mumbai,Mangalore - Mumbai,2024-09-23 00:00:00,896,0.843998486125273,16mt openbody,CNG,48.7159648801437,31.1,Medium,4,5
SYNX002572,Jalandhar,Rajkot,Jalandhar - Rajkot,2024-02-03 00:00:00,1386,7.38222028452702,17mt openbody,EV,61.3893605323385,297.7,Medium,5,5.9
SYNX002573,Panipat,Ahmedabad,Panipat - Ahmedabad,2024-04-18 00:00:00,1041,8.19447330248506,17mt openbody,CNG,77.4926258128435,563.7,Medium,5,5.9
SYNX002574,Sonipat,Mangalore,Sonipat - Mangalore,2024-07-04 00:00:00,2252,1.57369365256349,16mt openbody,EV,52.090310874265,119.1,High,4,5
SYNX002575,Hyderabad,Visakhapatnam,Hyderabad - Visakhapatnam,2024-09-12 00:00:00,629,12.4115190731669,18mt open body,Diesel,45.7999113603822,616.9,Medium,6,7.2
SYNX002576,Mumbai,Amritsar,Mumbai - Amritsar,2024-01-30 00:00:00,1763,15.5550366461636,18mt mxl,Diesel,77.9498475226318,683.1,Medium,7,7.8
SYNX002577,Chennai,Guwahati,Chennai - Guwahati,2024-04-12 00:00:00,2353,14.4714673052134,18mt mxl,Diesel,92.5570129876618,1069.5,High,7,7.8
SYNX002578,Agra,Hubli,Agra - Hubli,2024-03-27 00:00:00,1684,6.79162587173634,17mt openbody,CNG,42.274901358676,189.5,Medium,5,5.9
SYNX002579,Ludhiana,Jabalpur,Ludhiana - Jabalpur,2024-01-06 00:00:00,1188,8.93050457934553,17mt openbody,CNG,80.0927216004699,578.9,Medium,5,5.9
SYNX002580,Jalandhar,Siliguri,Jalandhar - Siliguri,2024-08-24 00:00:00,1683,5.38871326557753,16mt openbody,Diesel,47.2963775244499,213.2,Medium,4,5
SYNX002581,Kolkata,Delhi,Kolkata - Delhi,2024-05-16 00:00:00,1647,10.0593450304071,18mt open body,Diesel,77.1963569959855,743.9,High,6,7.2
SYNX002582,Noida,Kota,Noida - Kota,2024-11-02 00:00:00,499,6.56939438552521,17mt openbody,EV,38.3576999452879,349.4,Medium,5,5.9
SYNX002583,Salem,Coimbatore,Salem - Coimbatore,2024-09-15 00:00:00,185,16.5913877959647,18mt mxl,Diesel,86.0755391049489,1041,Medium,7,7.8
SYNX002584,Ghaziabad,Lucknow,Ghaziabad - Lucknow,2024-01-08 00:00:00,499,16.9161533958004,18mt mxl,Diesel,70.8673268549412,1048.1,Medium,7,7.8
SYNX002585,Aurangabad,Belgaum,Aurangabad - Belgaum,2024-06-24 00:00:00,571,6.70633322757135,17mt openbody,Diesel,51.3461757565614,285.5,Medium,5,5.9
SYNX002586,Salem,Kolkata,Salem - Kolkata,2024-11-24 00:00:00,2033,25.1587433420869,24FT MA CONTAINER,Diesel,80.4841335253754,1388.3,Medium,8,8.9
SYNX002587,Nagpur,Agra,Nagpur - Agra,2024-10-05 00:00:00,849,4.67281792274566,16mt openbody,EV,82.8770536233011,282.4,Medium,4,5
SYNX002588,Nagpur,Siliguri,Nagpur - Siliguri,2024-08-19 00:00:00,1413,11.9385630334026,18mt open body,Diesel,87.0803937802244,633.4,Medium,6,7.2
SYNX002589,Ahmedabad,Vadodara,Ahmedabad - Vadodara,2024-02-19 00:00:00,126,4.697095614191,16mt openbody,CNG,68.106131693522,576.1,High,4,5
SYNX002590,Mangalore,Panipat,Mangalore - Panipat,2024-06-17 00:00:00,2306,17.5947539464516,18mt mxl,Diesel,69.5683252706522,1136.6,Medium,7,7.8
SYNX002591,Jaipur,Aurangabad,Jaipur - Aurangabad,2024-06-03 00:00:00,980,7.778973108582,17mt openbody,Diesel,76.9859885634402,316.4,Medium,5,5.9
SYNX002592,Varanasi,Kochi,Varanasi - Kochi,2024-01-16 00:00:00,2314,8.24629197309915,17mt openbody,CNG,73.857173044369,564.9,Medium,5,5.9
SYNX002593,Raipur,Trichy,Raipur - Trichy,2024-04-27 00:00:00,1505,14.5800110186396,18mt mxl,Diesel,92.9562950247144,984.6,Medium,7,7.8
SYNX002594,Ghaziabad,Vadodara,Ghaziabad - Vadodara,2024-11-13 00:00:00,1034,12.8085543754652,18mt open body,Diesel,95.4340780953807,416.1,Medium,6,7.2
SYNX002595,Patna,Prayagraj,Patna - Prayagraj,2024-06-19 00:00:00,413,8.9373495539695,17mt openbody,CNG,82.4871152384629,589.4,Medium,5,5.9
SYNX002596,Guwahati,Ludhiana,Guwahati - Ludhiana,2024-11-20 00:00:00,2046,8.99489175278155,17mt openbody,Diesel,40.2793325816414,279.8,Medium,5,5.9
SYNX002597,Guwahati,Nashik,Guwahati - Nashik,2024-10-18 00:00:00,2446,8.32980610839319,17mt openbody,CNG,75.8182238800143,577.8,Medium,5,5.9
SYNX002598,Jaipur,Ghaziabad,Jaipur - Ghaziabad,2024-02-17 00:00:00,319,8.04835702080608,17mt openbody,CNG,85.0012447212602,438.1,Medium,5,5.9
SYNX002599,Nashik,Indore,Nashik - Indore,2024-04-02 00:00:00,463,3.54051414274895,16mt openbody,Diesel,93.3415878121508,195.2,Medium,4,5
SYNX002600,Guwahati,Jabalpur,Guwahati - Jabalpur,2024-08-25 00:00:00,1540,21.3453115355417,24 MT OPENBODY,Diesel,40.5997889913466,602.7,Medium,8,8.9
SYNX002601,Trichy,Prayagraj,Trichy - Prayagraj,2024-11-27 00:00:00,2077,13.1780420587434,18mt open body,Diesel,87.4175518020746,506.3,Medium,6,7.2
SYNX002602,Surat,Hubli,Surat - Hubli,2024-03-21 00:00:00,862,26.6907874714155,24FT MA CONTAINER,Diesel,96.397942388326,1390.6,Medium,8,8.9
SYNX002603,Durgapur,Guntur,Durgapur - Guntur,2024-06-14 00:00:00,1346,8.53168062795182,17mt openbody,CNG,68.4660387521997,255.5,Medium,5,5.9
SYNX002604,Aurangabad,Jalandhar,Aurangabad - Jalandhar,2024-06-16 00:00:00,1592,4.55475598762343,16mt openbody,CNG,55.4633610490761,154.5,Medium,4,5
SYNX002605,Surat,Chennai,Surat - Chennai,2024-10-02 00:00:00,1496,7.53607882374521,17mt openbody,CNG,95.7280857031785,482.3,Medium,5,5.9
SYNX002606,Madurai,Panipat,Madurai - Panipat,2024-03-01 00:00:00,2710,4.79111172096549,16mt openbody,CNG,75.1549868521631,681.8,High,4,5
SYNX002607,Faridabad,Hubli,Faridabad - Hubli,2024-03-13 00:00:00,1835,5.6699552090587,16mt openbody,CNG,69.5089285057895,170.4,Medium,4,5
SYNX002608,Visakhapatnam,Chennai,Visakhapatnam - Chennai,2024-10-20 00:00:00,752,9.3135481641536,17mt openbody,Diesel,66.8782081048019,299.2,Medium,5,5.9
SYNX002609,Noida,Chandigarh,Noida - Chandigarh,2024-07-07 00:00:00,314,7.30348530767105,17mt openbody,EV,39.3261306948138,800.8,High,5,5.9
SYNX002610,Mangalore,Ghaziabad,Mangalore - Ghaziabad,2024-07-28 00:00:00,2215,8.82319392978433,17mt openbody,CNG,80.3317594559762,657.1,High,5,5.9
SYNX002611,Guntur,Ahmedabad,Guntur - Ahmedabad,2024-10-01 00:00:00,1389,2.62471136078727,16mt openbody,EV,51.9890997283971,200.4,High,4,5
SYNX002612,Noida,Tirupati,Noida - Tirupati,2024-12-17 00:00:00,2088,2.10300274877,16mt openbody,Diesel,69.2242461164946,154,High,4,5
SYNX002613,Delhi,Guntur,Delhi - Guntur,2024-07-27 00:00:00,1775,6.41913091252289,17mt openbody,Diesel,75.2474792570162,229.1,Medium,5,5.9
SYNX002614,Ahmedabad,Jalandhar,Ahmedabad - Jalandhar,2024-07-13 00:00:00,1212,5.15175035822037,16mt openbody,CNG,89.7776723045019,386.9,High,4,5
SYNX002615,Jabalpur,Lucknow,Jabalpur - Lucknow,2024-03-18 00:00:00,524,9.04582878853505,17mt openbody,EV,94.6298070743932,989.8,High,5,5.9
SYNX002616,Visakhapatnam,Jaipur,Visakhapatnam - Jaipur,2024-11-17 00:00:00,1598,3.80721691203155,16mt openbody,Diesel,35.6989491509204,158.4,Medium,4,5
SYNX002617,Jabalpur,Surat,Jabalpur - Surat,2024-02-17 00:00:00,962,8.04107158603935,17mt openbody,Diesel,70.7087548668392,323.8,Medium,5,5.9
SYNX002618,Mumbai,Hyderabad,Mumbai - Hyderabad,2024-08-10 00:00:00,777,9.33438493738447,17mt openbody,Diesel,48.0669222999235,1039.8,High,5,5.9
SYNX002619,Rohtak,Jaipur,Rohtak - Jaipur,2024-08-28 00:00:00,293,10.59702714364,18mt open body,CNG,95.4598837267678,624,Medium,6,7.2
SYNX002620,Lucknow,Madurai,Lucknow - Madurai,2024-09-06 00:00:00,2381,13.9124766783542,18mt open body,Diesel,98.9395544312588,1580.7,High,6,7.2
SYNX002621,Kota,Agra,Kota - Agra,2024-12-27 00:00:00,382,7.64241011821171,17mt openbody,Diesel,40.8469572925834,883,High,5,5.9
SYNX002622,Rajkot,Agra,Rajkot - Agra,2024-05-12 00:00:00,1134,3.55934815212402,16mt openbody,Diesel,89.5024484278641,209.3,Medium,4,5
SYNX002623,Chennai,Coimbatore,Chennai - Coimbatore,2024-06-09 00:00:00,534,2.75361741498342,16mt openbody,EV,40.5259287788443,222.3,High,4,5
SYNX002624,Jabalpur,Rajkot,Jabalpur - Rajkot,2024-03-09 00:00:00,1183,5.125112129987,16mt openbody,CNG,87.1001831155084,568.3,High,4,5
SYNX002625,Ludhiana,Coimbatore,Ludhiana - Coimbatore,2024-12-23 00:00:00,2767,2.67776011587617,16mt openbody,EV,80.8770728757735,318,High,4,5
SYNX002626,Chennai,Tirupati,Chennai - Tirupati,2024-05-12 00:00:00,138,5.25927959046805,16mt openbody,Diesel,60.2250027260486,325.8,Medium,4,5
SYNX002627,Amritsar,Indore,Amritsar - Indore,2024-07-07 00:00:00,1245,4.08239140375677,16mt openbody,CNG,81.095906607566,548.5,High,4,5
SYNX002628,Vijayawada,Belgaum,Vijayawada - Belgaum,2024-05-28 00:00:00,826,8.19140478371676,17mt openbody,EV,67.5025147843139,432.2,Medium,5,5.9
SYNX002629,Agra,Prayagraj,Agra - Prayagraj,2024-04-29 00:00:00,536,7.37245427853429,17mt openbody,EV,72.3192008639162,507.6,Medium,5,5.9
SYNX002630,Sonipat,Gwalior,Sonipat - Gwalior,2024-06-17 00:00:00,412,2.91015562340022,16mt openbody,EV,75.5730235891884,115.7,Medium,4,5
SYNX002631,Chandigarh,Hyderabad,Chandigarh - Hyderabad,2024-07-01 00:00:00,1868,1.00795855417798,16mt openbody,CNG,100,66.2,Medium,4,5
SYNX002632,Udaipur,Faridabad,Udaipur - Faridabad,2024-10-08 00:00:00,695,3.1671265092116,16mt openbody,EV,79.5794104165388,176.4,Medium,4,5
SYNX002633,Kochi,Amritsar,Kochi - Amritsar,2024-03-01 00:00:00,3022,5.43876608744526,16mt openbody,EV,81.1932876146883,491.4,High,4,5
SYNX002634,Hyderabad,Ahmedabad,Hyderabad - Ahmedabad,2024-09-04 00:00:00,1099,9.78376724490821,17mt openbody,Diesel,59.0994029901938,1078.6,High,5,5.9
SYNX002635,Durgapur,Pune,Durgapur - Pune,2024-03-29 00:00:00,1878,7.20737948850124,17mt openbody,EV,88.4764072168836,465.8,Medium,5,5.9
SYNX002636,Gurgaon,Mangalore,Gurgaon - Mangalore,2024-10-01 00:00:00,2179,4.9545858068117,16mt openbody,CNG,97.2175414996037,150,Medium,4,5
SYNX002637,Bilaspur,Belgaum,Bilaspur - Belgaum,2024-05-02 00:00:00,1326,8.9868058614526,17mt openbody,EV,80.936229865665,411.1,Medium,5,5.9
SYNX002638,Kochi,Bangalore,Kochi - Bangalore,2024-03-09 00:00:00,460,2.72771377844882,16mt openbody,EV,98.4053949060764,152,Medium,4,5
SYNX002639,Kochi,Gwalior,Kochi - Gwalior,2024-04-21 00:00:00,2278,11.2962432356171,18mt open body,Diesel,48.3103320881514,526.6,Medium,6,7.2
SYNX002640,Rohtak,Nashik,Rohtak - Nashik,2024-08-18 00:00:00,1287,3.46417936281408,16mt openbody,Diesel,56.387091367519,422.3,High,4,5
SYNX002641,Jalandhar,Visakhapatnam,Jalandhar - Visakhapatnam,2024-05-17 00:00:00,2126,1.28147150106407,16mt openbody,CNG,44.8129569640752,72.7,Medium,4,5
SYNX002642,Surat,Bhopal,Surat - Bhopal,2024-10-13 00:00:00,657,12.4404149105396,18mt open body,Diesel,100,423,Medium,6,7.2
SYNX002643,Kota,Bangalore,Kota - Bangalore,2024-09-10 00:00:00,1717,2.66436003364872,16mt openbody,CNG,70.219831276462,385.8,High,4,5
SYNX002644,Varanasi,Kolkata,Varanasi - Kolkata,2024-12-19 00:00:00,784,20.6902683178322,21 MT OPENBODY,Diesel,78.2919561012725,1486.4,High,8,8.9
SYNX002645,Jabalpur,Agra,Jabalpur - Agra,2024-11-18 00:00:00,608,6.12117770468717,17mt openbody,EV,71.496117192477,483.2,High,5,5.9
SYNX002646,Bhopal,Gwalior,Bhopal - Gwalior,2024-01-28 00:00:00,423,1.67366162190812,16mt openbody,CNG,66.8539711483808,59.2,Medium,4,5
SYNX002647,Vadodara,Hubli,Vadodara - Hubli,2024-04-27 00:00:00,998,1.22746138117765,16mt openbody,CNG,77.5668443040158,47.3,Medium,4,5
SYNX002648,Guntur,Visakhapatnam,Guntur - Visakhapatnam,2024-10-05 00:00:00,417,4.33319236882315,16mt openbody,CNG,78.8757111231044,228.7,Medium,4,5
SYNX002649,Noida,Prayagraj,Noida - Prayagraj,2024-10-30 00:00:00,700,1.89123608584891,16mt openbody,Diesel,64.3231518589459,138.4,High,4,5
SYNX002650,Varanasi,Coimbatore,Varanasi - Coimbatore,2024-11-06 00:00:00,2140,6.54702237425698,17mt openbody,CNG,93.4125948557025,230.5,Medium,5,5.9
SYNX002651,Prayagraj,Nagpur,Prayagraj - Nagpur,2024-11-22 00:00:00,692,4.5532398410597,16mt openbody,CNG,100,148.6,Medium,4,5
SYNX002652,Mangalore,Aurangabad,Mangalore - Aurangabad,2024-09-10 00:00:00,970,2.94107252764741,16mt openbody,Diesel,86.9171697428517,170.4,Medium,4,5
SYNX002653,Tirupati,Visakhapatnam,Tirupati - Visakhapatnam,2024-08-29 00:00:00,759,12.4683489583615,18mt open body,Diesel,68.7639730776184,651.9,Medium,6,7.2
SYNX002654,Rajkot,Surat,Rajkot - Surat,2024-12-19 00:00:00,306,22.206696053645,24 MT OPENBODY,Diesel,79.6609134938596,1338.7,Medium,8,8.9
SYNX002655,Ahmedabad,Indore,Ahmedabad - Indore,2024-04-22 00:00:00,423,5.30863097778683,16mt openbody,CNG,80.0628966104243,641.3,High,4,5
SYNX002656,Gurgaon,Aurangabad,Gurgaon - Aurangabad,2024-01-06 00:00:00,1212,3.21010750060158,16mt openbody,Diesel,44.0120077367093,129.1,Medium,4,5
SYNX002657,Ranchi,Kanpur,Ranchi - Kanpur,2024-01-07 00:00:00,762,18.211740703147,21 MT OPENBODY,Diesel,91.2971089390744,1451.6,High,7,7.8
SYNX002658,Nashik,Bhopal,Nashik - Bhopal,2024-08-02 00:00:00,652,13.2596107927401,18mt open body,Diesel,100,637.3,Medium,6,7.2
SYNX002659,Vijayawada,Faridabad,Vijayawada - Faridabad,2024-07-19 00:00:00,1709,5.21303752530979,16mt openbody,EV,91.9308565297383,701.5,High,4,5
SYNX002660,Kochi,Vadodara,Kochi - Vadodara,2024-12-25 00:00:00,1769,14.8546077075634,18mt mxl,Diesel,88.8973454051703,660.1,Medium,7,7.8
SYNX002661,Madurai,Raipur,Madurai - Raipur,2024-03-16 00:00:00,1643,18.2178355720192,21 MT OPENBODY,Diesel,76.7598924673265,745.4,Medium,7,7.8
SYNX002662,Rajkot,Nagpur,Rajkot - Nagpur,2024-07-01 00:00:00,1082,1.00795855417798,16mt openbody,CNG,100,66.2,Medium,4,5
SYNX002663,Gurgaon,Prayagraj,Gurgaon - Prayagraj,2024-09-19 00:00:00,730,10.2905597868088,18mt open body,Diesel,74.4804908208536,754.9,High,6,7.2
SYNX002664,Gwalior,Kanpur,Gwalior - Kanpur,2024-05-08 00:00:00,270,7.6078935074492,17mt openbody,Diesel,82.1624490764507,301.1,Medium,5,5.9
SYNX002665,Madurai,Varanasi,Madurai - Varanasi,2024-07-05 00:00:00,2233,20.8861892267436,21 MT OPENBODY,Diesel,64.5724013695982,1772.9,High,8,8.9
SYNX002666,Ahmedabad,Faridabad,Ahmedabad - Faridabad,2024-12-01 00:00:00,956,15.897488673277,18mt mxl,Diesel,73.3859878379682,1028.5,Medium,7,7.8
SYNX002667,Faridabad,Bilaspur,Faridabad - Bilaspur,2024-05-24 00:00:00,1068,13.5114937273428,18mt open body,Diesel,54.9924016089988,450.6,Medium,6,7.2
SYNX002668,Rohtak,Indore,Rohtak - Indore,2024-10-27 00:00:00,864,14.9717304069783,18mt mxl,Diesel,72.4506246623242,752,Medium,7,7.8
SYNX002669,Ranchi,Hubli,Ranchi - Hubli,2024-03-08 00:00:00,1735,3.74029280139552,16mt openbody,Diesel,89.8376579184493,231.9,Medium,4,5
SYNX002670,Bilaspur,Madurai,Bilaspur - Madurai,2024-03-18 00:00:00,1772,1.90919554817606,16mt openbody,Diesel,66.3652554546078,125.1,Medium,4,5
SYNX002671,Visakhapatnam,Guwahati,Visakhapatnam - Guwahati,2024-12-26 00:00:00,1608,10.4829882155545,18mt open body,Diesel,81.7365909325797,1241.8,High,6,7.2
SYNX002672,Thiruvananthapuram,Udaipur,Thiruvananthapuram - Udaipur,2024-01-18 00:00:00,2273,2.44488001756996,16mt openbody,EV,45.7910608132195,203.8,High,4,5
SYNX002673,Belgaum,Durgapur,Belgaum - Durgapur,2024-11-20 00:00:00,1985,5.79059502496998,16mt openbody,Diesel,71.5052673324052,395.2,Medium,4,5
SYNX002674,Kochi,Jabalpur,Kochi - Jabalpur,2024-12-11 00:00:00,1907,2.61739303596281,16mt openbody,EV,86.9414908965243,87.3,Medium,4,5
SYNX002675,Sonipat,Udaipur,Sonipat - Udaipur,2024-08-30 00:00:00,737,0.910533019089178,16mt openbody,CNG,46.9604643806592,60.6,Medium,4,5
SYNX002676,Rajkot,Prayagraj,Rajkot - Prayagraj,2024-03-04 00:00:00,1469,8.83170423121495,17mt openbody,Diesel,78.5429251081367,366.4,Medium,5,5.9
SYNX002677,Jalandhar,Vadodara,Jalandhar - Vadodara,2024-11-13 00:00:00,1288,12.8085543754652,18mt open body,Diesel,95.4340780953807,416.1,Medium,6,7.2
SYNX002678,Bilaspur,Pune,Bilaspur - Pune,2024-08-25 00:00:00,1187,23.0338774075773,24 MT OPENBODY,Diesel,93.8557353762732,1755.5,High,8,8.9
SYNX002679,Bangalore,Ahmedabad,Bangalore - Ahmedabad,2024-07-31 00:00:00,1546,2.160940365927,16mt openbody,EV,54.0222583275406,124.7,Medium,4,5
SYNX002680,Durgapur,Amritsar,Durgapur - Amritsar,2024-07-08 00:00:00,1900,4.69781849091676,16mt openbody,CNG,81.1442735045646,255.6,Medium,4,5
SYNX002681,Ranchi,Kota,Ranchi - Kota,2024-10-14 00:00:00,1224,8.43114398557529,17mt openbody,CNG,44.9419850826481,625.1,High,5,5.9
SYNX002682,Hyderabad,Kolkata,Hyderabad - Kolkata,2024-03-07 00:00:00,1477,3.58880747934916,16mt openbody,CNG,71.9348453689389,432.2,High,4,5
SYNX002683,Trichy,Lucknow,Trichy - Lucknow,2024-11-09 00:00:00,2251,8.87519702744152,17mt openbody,Diesel,96.8513418991828,428.3,Medium,5,5.9
SYNX002684,Durgapur,Aurangabad,Durgapur - Aurangabad,2024-10-13 00:00:00,1626,7.11362683417985,17mt openbody,CNG,40.990057294371,436.2,Medium,5,5.9
SYNX002685,Tirupati,Prayagraj,Tirupati - Prayagraj,2024-05-17 00:00:00,1671,7.70837499460629,17mt openbody,CNG,33.6961277060591,490.5,Medium,5,5.9
SYNX002686,Jabalpur,Prayagraj,Jabalpur - Prayagraj,2024-03-04 00:00:00,392,9.94675942191095,17mt openbody,Diesel,96.5768670363161,1235.1,High,5,5.9
SYNX002687,Tirupati,Noida,Tirupati - Noida,2024-05-25 00:00:00,2088,3.83867347835624,16mt openbody,EV,84.8653185587722,236.9,Medium,4,5
SYNX002688,Bilaspur,Chennai,Bilaspur - Chennai,2024-10-21 00:00:00,1275,7.34320408805512,17mt openbody,Diesel,56.1370941130477,856.7,High,5,5.9
SYNX002689,Gwalior,Ahmedabad,Gwalior - Ahmedabad,2024-04-06 00:00:00,837,1.78058633358032,16mt openbody,Diesel,39.1063099352459,131.9,High,4,5
SYNX002690,Surat,Rajkot,Surat - Rajkot,2024-05-05 00:00:00,306,9.87428362679125,17mt openbody,Diesel,58.3579650702026,421.2,Medium,5,5.9
SYNX002691,Bangalore,Kochi,Bangalore - Kochi,2024-02-13 00:00:00,460,5.54863550657249,16mt openbody,Diesel,66.3591388603885,173,Medium,4,5
SYNX002692,Jalandhar,Indore,Jalandhar - Indore,2024-10-01 00:00:00,1197,21.714675702093,24 MT OPENBODY,Diesel,60.9284747869796,1569.5,High,8,8.9
SYNX002693,Panipat,Delhi,Panipat - Delhi,2024-08-20 00:00:00,97,4.53845708550694,16mt openbody,CNG,100,161.9,Medium,4,5
SYNX002694,Sonipat,Thiruvananthapuram,Sonipat - Thiruvananthapuram,2024-06-08 00:00:00,2845,15.1576867965753,18mt mxl,Diesel,57.1926598064931,1733.2,High,7,7.8
SYNX002695,Noida,Patna,Noida - Patna,2024-06-20 00:00:00,1042,9.61144296625806,17mt openbody,CNG,54.8655243404095,304.2,Medium,5,5.9
SYNX002696,Chennai,Ludhiana,Chennai - Ludhiana,2024-11-26 00:00:00,2540,4.27171843697028,16mt openbody,EV,85.0900675443193,591.4,High,4,5
SYNX002697,Indore,Mangalore,Indore - Mangalore,2024-02-24 00:00:00,1369,4.86794259557955,16mt openbody,CNG,83.9457314304511,675,High,4,5
SYNX002698,Jalandhar,Indore,Jalandhar - Indore,2024-07-07 00:00:00,1197,6.78051659185916,17mt openbody,CNG,83.4931368232108,544,High,5,5.9
SYNX002699,Panipat,Hubli,Panipat - Hubli,2024-02-16 00:00:00,1964,1.85425120329271,16mt openbody,EV,60.6852591980438,91.8,Medium,4,5
SYNX002700,Jabalpur,Mangalore,Jabalpur - Mangalore,2024-09-08 00:00:00,1579,5.717637623334,16mt openbody,CNG,57.7021747608895,454.2,High,4,5
SYNX002701,Mumbai,Udaipur,Mumbai - Udaipur,2024-07-03 00:00:00,773,8.95726465736352,17mt openbody,Diesel,86.4848289775496,1129.9,High,5,5.9
SYNX002702,Vijayawada,Guntur,Vijayawada - Guntur,2024-01-02 00:00:00,40,6.81683571648189,17mt openbody,CNG,40.0101256095944,422.3,Medium,5,5.9
SYNX002703,Jaipur,Gwalior,Jaipur - Gwalior,2024-01-16 00:00:00,313,12.1981438624943,18mt open body,Diesel,71.4983536912431,380.1,Medium,6,7.2
SYNX002704,Guntur,Amritsar,Guntur - Amritsar,2024-08-01 00:00:00,2243,2.79133003061764,16mt openbody,EV,71.2124436861757,198,High,4,5
SYNX002705,Siliguri,Jalandhar,Siliguri - Jalandhar,2024-04-16 00:00:00,1683,1.71441881863152,16mt openbody,Diesel,43.9411367696033,87.4,Medium,4,5
SYNX002706,Kolkata,Surat,Kolkata - Surat,2024-10-22 00:00:00,2012,20.2032275377014,21 MT OPENBODY,Diesel,88.0070098216291,650.2,Medium,8,8.9
SYNX002707,Thiruvananthapuram,Mumbai,Thiruvananthapuram - Mumbai,2024-09-28 00:00:00,1565,3.57220575519694,16mt openbody,Diesel,87.2066307435148,200.3,Medium,4,5
SYNX002708,Jabalpur,Delhi,Jabalpur - Delhi,2024-11-20 00:00:00,848,4.45446530559787,16mt openbody,Diesel,75.3094641023795,286.3,Medium,4,5
SYNX002709,Hyderabad,Guntur,Hyderabad - Guntur,2024-12-22 00:00:00,300,3.19601359258022,16mt openbody,CNG,49.4406493024764,142.5,Medium,4,5
SYNX002710,Jabalpur,Salem,Jabalpur - Salem,2024-03-27 00:00:00,1619,5.91014012716609,16mt openbody,Diesel,53.0101730775276,233.5,Medium,4,5
SYNX002711,Prayagraj,Ahmedabad,Prayagraj - Ahmedabad,2024-06-21 00:00:00,1222,7.28942408709829,17mt openbody,CNG,79.794045002274,513.8,High,5,5.9
SYNX002712,Noida,Faridabad,Noida - Faridabad,2024-04-20 00:00:00,20,4.37496345117313,16mt openbody,EV,46.6670770919059,216.9,Medium,4,5
SYNX002713,Hyderabad,Pune,Hyderabad - Pune,2024-03-27 00:00:00,632,6.45758174387969,17mt openbody,Diesel,45.7923507653374,523.9,High,5,5.9
SYNX002714,Bangalore,Udaipur,Bangalore - Udaipur,2024-03-28 00:00:00,1693,22.7093533389525,24 MT OPENBODY,Diesel,76.3789536410297,1127.8,Medium,8,8.9
SYNX002715,Kochi,Ranchi,Kochi - Ranchi,2024-10-17 00:00:00,2217,2.24820296225488,16mt openbody,CNG,75.3966854388498,157.5,Medium,4,5
SYNX002716,Mangalore,Siliguri,Mangalore - Siliguri,2024-07-12 00:00:00,2607,7.00186563104404,17mt openbody,Diesel,67.6183222762997,234.4,Medium,5,5.9
SYNX002717,Vadodara,Surat,Vadodara - Surat,2024-04-22 00:00:00,164,2.66867508495092,16mt openbody,EV,60.4389165268562,137,Medium,4,5
SYNX002718,Jabalpur,Raipur,Jabalpur - Raipur,2024-07-03 00:00:00,342,12.2561007637351,18mt open body,Diesel,79.5500711376655,430,Medium,6,7.2
SYNX002719,Pune,Varanasi,Pune - Varanasi,2024-11-12 00:00:00,1507,3.98764799461944,16mt openbody,Diesel,85.1236496925007,144,Medium,4,5
SYNX002720,Panipat,Mangalore,Panipat - Mangalore,2024-08-02 00:00:00,2306,3.80727748508065,16mt openbody,CNG,99.1424319038021,126.4,Medium,4,5
SYNX002721,Trichy,Mumbai,Trichy - Mumbai,2024-08-18 00:00:00,1392,25.9363130981206,24FT MA CONTAINER,Diesel,86.9200056878493,1120.1,Medium,8,8.9
SYNX002722,Jaipur,Madurai,Jaipur - Madurai,2024-10-03 00:00:00,2381,10.2525508766947,18mt open body,CNG,73.5851186150963,785.2,High,6,7.2
SYNX002723,Vijayawada,Ranchi,Vijayawada - Ranchi,2024-01-13 00:00:00,1129,5.06090488213496,16mt openbody,CNG,79.1448994902986,203.1,Medium,4,5
SYNX002724,Kolkata,Coimbatore,Kolkata - Coimbatore,2024-05-27 00:00:00,2208,11.5777775738131,18mt open body,Diesel,76.6471900669661,904.3,High,6,7.2
SYNX002725,Nashik,Varanasi,Nashik - Varanasi,2024-08-22 00:00:00,1390,5.49936740940617,16mt openbody,EV,88.1129890388528,282.4,Medium,4,5
SYNX002726,Bilaspur,Guwahati,Bilaspur - Guwahati,2024-03-31 00:00:00,1342,4.92484421942084,16mt openbody,CNG,59.6310072462686,371.8,High,4,5
SYNX002727,Kanpur,Ludhiana,Kanpur - Ludhiana,2024-10-10 00:00:00,825,11.8858661404538,18mt open body,Diesel,60.3210441942206,579,Medium,6,7.2
SYNX002728,Jaipur,Indore,Jaipur - Indore,2024-02-17 00:00:00,583,8.04107158603935,17mt openbody,Diesel,70.7087548668392,323.8,Medium,5,5.9
SYNX002729,Guntur,Jalandhar,Guntur - Jalandhar,2024-02-05 00:00:00,2176,6.96880495570271,17mt openbody,CNG,47.9719833384363,420,Medium,5,5.9
SYNX002730,Amritsar,Trichy,Amritsar - Trichy,2024-04-06 00:00:00,2939,20.8382579602918,21 MT OPENBODY,Diesel,48.8963829200843,722.3,Medium,8,8.9
SYNX002731,Nashik,Belgaum,Nashik - Belgaum,2024-09-14 00:00:00,584,2.42602155824079,16mt openbody,EV,58.5535405913458,179.3,High,4,5
