lane,shipment_count,total_emissions,average_emissions,average_utilization,average_speed_kmph,average_transit_time_hrs,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Kanpur - Dhanbad,9,9560.5,1062.277778,70.44444444,46.47777778,54.8,0.045141111,Normal,Monitor performance
Kanpur - Erode,8,4346.7,543.3375,69.125,58.5875,19.65,0.047236625,Normal,Monitor performance
Kanpur - Faridabad,10,3649.4,364.94,76.3,51.92,18.23,0.0530765,Normal,Monitor performance
Kanpur - Ghaziabad,11,16223.4,1474.854545,73.54545455,46.77272727,51.21818182,0.071724818,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Guntur,8,8690.5,1086.3125,65.5,52.425,47.5625,0.063759,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Gurgaon,12,18021.6,1501.8,65.91666667,50.70833333,57.15,0.055505167,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Kanpur - Gwalior,9,4412.1,490.2333333,79.55555556,51.04444444,27.45555556,0.045900444,Normal,Monitor performance
Kanpur - Haldia,14,5048.4,360.6,76.07142857,52.8,16.76428571,0.0474395,Normal,Monitor performance
Kanpur - Haridwar,7,8711.5,1244.5,71.14285714,52.2,46.12857143,0.072939286,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Hoshangabad,6,3701.2,616.8666667,73,52.28333333,33.53333333,0.059113333,Normal,Monitor performance
Kanpur - Hubli,12,12419.5,1034.958333,74.91666667,49.88333333,50.43333333,0.0855915,Normal,Monitor performance
Kanpur - Hyderabad,13,21965.7,1689.669231,66.07692308,48.73076923,66.45384615,0.076670538,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Imphal,13,8891.3,683.9461538,70.38461538,50.86153846,29.86923077,0.046524769,Normal,Monitor performance
Kanpur - Indore,15,9642.7,642.8466667,71.6,47,30.34,0.044038067,Normal,Monitor performance
Kanpur - Itanagar,5,8910.5,1782.1,90,45.6,55.98,0.0738746,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Jabalpur,9,4671.1,519.0111111,63.22222222,49.28888889,21.06666667,0.090892,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Jaipur,11,3447.5,313.4090909,68.36363636,52.00909091,19.53636364,0.042230364,Normal,Monitor performance
Kanpur - Jalandhar,10,2986.8,298.68,64.4,48.24,15.96,0.0655229,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Jammu,10,10045.9,1004.59,71.5,49.12,57.11,0.0440997,Normal,Monitor performance
Kanpur - Jharsuguda,8,7617,952.125,59.125,49.0625,45.5875,0.03517,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Jodhpur,9,7901.7,877.9666667,73.11111111,50.06666667,43.23333333,0.036677556,Normal,Monitor performance
Kanpur - Kakinada,9,9592,1065.777778,74.55555556,54.27777778,43,0.050969889,Normal,Monitor performance
Kanpur - Karnal,13,14107.2,1085.169231,67.38461538,50.65384615,46.49230769,0.037658692,Normal,Monitor performance
Kanpur - Karur,10,7884.6,788.46,67.6,51.18,33.24,0.038028,Normal,Monitor performance
Kanpur - Katni,12,5496.6,458.05,64.5,52.25,20.65,0.041491333,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Khandwa,4,6163,1540.75,66,39.775,76.65,0.064303,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Kochi,12,7263.7,605.3083333,77,48.69166667,36.45833333,0.030615667,Normal,Monitor performance
Kanpur - Kolhapur,14,20936.5,1495.464286,76,48.13571429,69.89285714,0.040553857,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Korba,11,13368.3,1215.3,66,49.85454545,64.06363636,0.039503636,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Kota,10,8307.3,830.73,73.2,48.83,42.69,0.0446662,Normal,Monitor performance
Kanpur - Ludhiana,24,19560.2,815.0083333,70.33333333,52.12916667,47.86666667,0.05292175,Normal,Monitor performance
Kanpur - Madurai,7,6543.4,934.7714286,72.28571429,46.25714286,44.64285714,0.047898571,Normal,Monitor performance
Kanpur - Meerut,13,16848.8,1296.061538,68.84615385,50.39230769,60.52307692,0.041314462,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Moradabad,9,10721.5,1191.277778,71.11111111,51.95555556,39.71111111,0.123937111,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Mumbai,16,21148.3,1321.76875,69.125,52.20625,45.81875,0.07093025,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Nagpur,7,7405.3,1057.9,70.85714286,50.47142857,36,0.064278714,Normal,Monitor performance
Kanpur - Nashik,6,5352.4,892.0666667,73.66666667,48.25,26.58333333,0.076011667,Normal,Monitor performance
Kanpur - Nellore,13,8158.8,627.6,74.07692308,47.07692308,28.62307692,0.040555538,Normal,Monitor performance
Kanpur - Noida,9,13169.3,1463.255556,66.55555556,50.56666667,61.42222222,0.074697667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Panipat,12,7952.6,662.7166667,72.16666667,47.36666667,43.9,0.02347525,Normal,Monitor performance
Kanpur - Patna,9,13924.8,1547.2,76.55555556,51.1,56.31111111,0.073384444,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Prayagraj,10,11610.5,1161.05,72.7,46.11,42.76,0.0704008,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Pune,6,3070.5,511.75,70.66666667,47.35,26.58333333,0.062990333,Normal,Monitor performance
Kanpur - Purnia,13,19438.8,1495.292308,79.92307692,51.94615385,71.8,0.058929923,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Raipur,11,16975.8,1543.254545,69,48.95454545,60.70909091,0.045902182,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Rajkot,10,11759.3,1175.93,77.8,50.1,43.52,0.0599198,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Ranchi,13,7870.8,605.4461538,72.53846154,50.50769231,27.34615385,0.049210462,Normal,Monitor performance
Kanpur - Ratlam,8,7224.6,903.075,71.75,54.375,56.725,0.032462625,Normal,Monitor performance
Kanpur - Rewa,12,10857.7,904.8083333,65.91666667,51.6,37.76666667,0.04026225,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Rohtak,12,11403.4,950.2833333,74.33333333,50.69166667,31.825,0.046826,Normal,Monitor performance
Kanpur - Rourkela,9,3025.6,336.1777778,63.22222222,50.52222222,14.64444444,0.086230333,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Sagar,10,14162.2,1416.22,72.6,48.68,56.22,0.0470776,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Salem,6,8883,1480.5,77.16666667,50.58333333,53.36666667,0.063317833,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Sangli,17,6794.2,399.6588235,72.05882353,46.61764706,21.77647059,0.046608941,Normal,Monitor performance
Kanpur - Shillong,8,1065.4,133.175,69.625,49.875,8.45,0.098329375,Normal,Monitor performance
Kanpur - Shimla,6,8582.5,1430.416667,69.16666667,51.28333333,47.28333333,0.069717167,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Silchar,9,5872.4,652.4888889,59.55555556,53.46666667,24.68888889,0.061191111,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Siliguri,10,9291.8,929.18,81.5,48.54,45.53,0.0580184,Normal,Monitor performance
Kanpur - Solapur,5,6191.2,1238.24,67.6,47.4,69.7,0.0289876,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Srinagar,12,12302.9,1025.241667,68.75,51.675,37.85833333,0.038237667,Normal,Monitor performance
Kanpur - Surat,9,5864.2,651.5777778,68.88888889,54.03333333,30.01111111,0.052006111,Normal,Monitor performance
Kanpur - Tirunelveli,9,8313.2,923.6888889,72.66666667,50.93333333,33.22222222,0.075679556,Normal,Monitor performance
Kanpur - Tirupati,9,14525.1,1613.9,75.55555556,45.68888889,62.53333333,0.094281778,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Tiruppur,12,9342.6,778.55,74.66666667,46.95833333,38.64166667,0.054771583,Normal,Monitor performance
Kanpur - Trichy,11,5816,528.7272727,76.63636364,51.26363636,24.53636364,0.052781091,Normal,Monitor performance
Kanpur - Tuticorin,11,9437,857.9090909,71.54545455,46.21818182,41.34545455,0.038904364,Normal,Monitor performance
Kanpur - Udaipur,6,6547.2,1091.2,59,54.66666667,38.95,0.045598667,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Ujjain,6,7636.7,1272.783333,65.16666667,50.1,56,0.039506333,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Kanpur - Vadodara,11,16202.6,1472.963636,77.18181818,53.78181818,54.60909091,0.044215909,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Kanpur - Vidisha,5,1246.3,249.26,65,47.36,11.86,0.0574224,Low Utilization Lane,Improve load planning and shipment consolidation
Kanpur - Vijayawada,7,5532,790.2857143,71.14285714,46.64285714,57.6,0.031090429,Normal,Monitor performance
Kanpur - Visakhapatnam,9,5200.1,577.7888889,68.88888889,53.07777778,23.77777778,0.098491889,Normal,Monitor performance
Kanpur - Wardha,9,6993.6,777.0666667,73.77777778,53.33333333,33.88888889,0.039809,Normal,Monitor performance
Kanpur - Yavatmal,5,5319.4,1063.88,81,51.22,59.92,0.0265084,Normal,Monitor performance
Karnal - Agartala,14,6593.8,470.9857143,79.92857143,51.39285714,27.29285714,0.032056286,Normal,Monitor performance
Karnal - Agra,13,16027.9,1232.915385,66.61538462,49.05384615,39.65384615,0.065829615,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Ahmedabad,13,3768.2,289.8615385,72.69230769,48.17692308,13.73076923,0.047815,Normal,Monitor performance
Karnal - Aizawl,18,8362.8,464.6,67.55555556,51.02222222,26.8,0.045460278,Normal,Monitor performance
Karnal - Alwar,7,4130.5,590.0714286,68,58.14285714,29.94285714,0.032854286,Normal,Monitor performance
Karnal - Ambala,6,4112.2,685.3666667,77,48.73333333,26.26666667,0.094062,Normal,Monitor performance
Karnal - Amritsar,7,8084.3,1154.9,74.71428571,48.2,43.22857143,0.038056571,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Anantapur,10,6503.3,650.33,68,55.54,23.15,0.0618989,Normal,Monitor performance
Karnal - Asansol,13,10757.7,827.5153846,71.69230769,53.87692308,31.73076923,0.056201231,Normal,Monitor performance
Karnal - Aurangabad,11,11001.6,1000.145455,64.63636364,53.24545455,36.79090909,0.057198182,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Ballari,9,9609.1,1067.677778,69.77777778,49.94444444,35.85555556,0.046655,Normal,Monitor performance
Karnal - Bareilly,10,8465.4,846.54,77.2,47.34,35.24,0.0624831,Normal,Monitor performance
Karnal - Belagavi,6,3664.4,610.7333333,61.33333333,52.26666667,28.96666667,0.046779,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Belgaum,7,5892.2,841.7428571,76,51.34285714,33.45714286,0.108603286,Normal,Monitor performance
Karnal - Bhubaneswar,11,8926.2,811.4727273,61.54545455,48.88181818,48.94545455,0.031529,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Bilaspur,11,8858.8,805.3454545,74.27272727,51.23636364,32.14545455,0.048683,Normal,Monitor performance
Karnal - Burhanpur,7,2315.9,330.8428571,62.71428571,44.3,15.55714286,0.070192143,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Chandigarh,4,1537,384.25,70.75,60.575,18.625,0.0611335,Normal,Monitor performance
Karnal - Chandrapur,5,688.6,137.72,76.4,51.98,10.24,0.056956,Normal,Monitor performance
Karnal - Chennai,15,17760.3,1184.02,73.06666667,47.80666667,51.34666667,0.035374067,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Coimbatore,7,6153.3,879.0428571,69.42857143,46.07142857,42.04285714,0.052551143,Normal,Monitor performance
Karnal - Davangere,16,5956.2,372.2625,71.4375,49.40625,21.54375,0.038038563,Normal,Monitor performance
Karnal - Dehradun,14,5379,384.2142857,71.35714286,47.88571429,22.64285714,0.039671214,Normal,Monitor performance
Karnal - Delhi,10,3702.3,370.23,76.9,53.26,16.63,0.0358862,Normal,Monitor performance
Karnal - Dhanbad,11,2141.5,194.6818182,66.90909091,50.40909091,11.4,0.054004545,Normal,Monitor performance
Karnal - Durgapur,19,4957.2,260.9052632,72.57894737,48.50526316,16.33157895,0.048509947,Normal,Monitor performance
Karnal - Erode,6,6182.3,1030.383333,68.83333333,57.16666667,39.01666667,0.040481667,Normal,Monitor performance
Karnal - Faridabad,13,11707.6,900.5846154,67.46153846,47.21538462,41.25384615,0.075594462,Normal,Monitor performance
Karnal - Ghaziabad,13,5843.6,449.5076923,59.92307692,51.58461538,22.46153846,0.042882308,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Guntur,6,3979.7,663.2833333,65,46.43333333,31.8,0.059818833,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Gurgaon,7,2175.4,310.7714286,70.14285714,51.64285714,13.1,0.065005429,Normal,Monitor performance
Karnal - Guwahati,10,3117.5,311.75,61.6,48.24,15.38,0.0684093,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Gwalior,6,2649.6,441.6,67.33333333,53.16666667,31.68333333,0.038410333,Normal,Monitor performance
Karnal - Haridwar,6,4951.3,825.2166667,73.83333333,47.03333333,43.65,0.058241833,Normal,Monitor performance
Karnal - Hassan,6,6599,1099.833333,64.5,50.01666667,40,0.071774,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Hisar,7,3121.1,445.8714286,68.71428571,55.48571429,17.82857143,0.056971714,Normal,Monitor performance
Karnal - Hoshangabad,13,4741.1,364.7,70.15384615,46.10769231,22.23846154,0.041104538,Normal,Monitor performance
Karnal - Hubli,6,1905.3,317.55,68.33333333,46.78333333,13.98333333,0.120712,Normal,Monitor performance
Karnal - Imphal,8,7003.6,875.45,69.5,52.375,28.825,0.063173875,Normal,Monitor performance
Karnal - Indore,5,1607.7,321.54,62.6,47.96,23.92,0.0271984,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Itanagar,12,3800.9,316.7416667,71.66666667,47.09166667,16.76666667,0.064926083,Normal,Monitor performance
Karnal - Jabalpur,8,6201.6,775.2,66.25,49.275,29.4875,0.0457195,Normal,Monitor performance
Karnal - Jalandhar,6,6743.1,1123.85,65.16666667,52.18333333,34.06666667,0.053166833,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Karnal - Jammu,19,4313.6,227.0315789,62.57894737,48.05263158,12.97894737,0.048762737,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Jharsuguda,9,4783.9,531.5444444,63.44444444,52.5,28.9,0.058773444,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Jodhpur,10,9018,901.8,67.5,45.32,42.07,0.0554088,Normal,Monitor performance
Karnal - Kakinada,11,5793.7,526.7,73.45454545,51.92727273,25.23636364,0.032630636,Normal,Monitor performance
Karnal - Kanpur,12,11348.2,945.6833333,64.58333333,50.475,46.78333333,0.0468405,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Karur,10,4781.5,478.15,62.5,50.49,24.59,0.0556442,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Katni,8,5000.2,625.025,78.375,51.625,29.825,0.032057625,Normal,Monitor performance
Karnal - Khandwa,7,6012.3,858.9,81.14285714,49.71428571,33.65714286,0.056287714,Normal,Monitor performance
Karnal - Kharagpur,7,3612.2,516.0285714,77.14285714,53.72857143,16.1,0.107206429,Normal,Monitor performance
Karnal - Kochi,9,7974.7,886.0777778,78.22222222,49.44444444,37.38888889,0.049350222,Normal,Monitor performance
Karnal - Kolkata,10,2510.7,251.07,75.1,43.83,13.73,0.0516621,Normal,Monitor performance
Karnal - Korba,10,12698.7,1269.87,64.6,49.28,42.96,0.0770126,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Karnal - Kota,10,7437.6,743.76,67.1,50.41,32.11,0.0897118,Normal,Monitor performance
Karnal - Lucknow,11,4273.2,388.4727273,66.27272727,47.88181818,18.27272727,0.060723273,Normal,Monitor performance
Karnal - Ludhiana,7,7305.9,1043.7,77,50.68571429,38.04285714,0.043252857,Normal,Monitor performance
Karnal - Madurai,13,2527.3,194.4076923,66.23076923,48.48461538,11.5,0.057158231,Normal,Monitor performance
Karnal - Mangalore,10,7840.4,784.04,63.9,50.86,28.55,0.0750749,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Meerut,15,13376.3,891.7533333,73.53333333,49.78,39.47333333,0.046380533,Normal,Monitor performance
Karnal - Moradabad,7,4815.9,687.9857143,76.14285714,47.27142857,22.34285714,0.063751,Normal,Monitor performance
Karnal - Mumbai,9,12931.2,1436.8,66.88888889,51.3,45.1,0.081702222,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Nagpur,10,3933.1,393.31,72.9,47.23,20.77,0.0483622,Normal,Monitor performance
Karnal - Nashik,8,6064.6,758.075,72.875,48.6875,34.2625,0.075482625,Normal,Monitor performance
Karnal - Nellore,10,10662.3,1066.23,74.7,42.87,42.42,0.059314,Normal,Monitor performance
Karnal - Noida,5,7082.7,1416.54,70,51.34,43.28,0.057591,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Panipat,9,3434.2,381.5777778,72.77777778,49.83333333,16.6,0.060543111,Normal,Monitor performance
Karnal - Patna,8,2418.5,302.3125,69,45.0875,17.225,0.031925125,Normal,Monitor performance
Karnal - Pune,11,5834.8,530.4363636,70.36363636,51.56363636,26.94545455,0.057288091,Normal,Monitor performance
Karnal - Purnia,8,6653.3,831.6625,74.875,47.775,34.7125,0.05271625,Normal,Monitor performance
Karnal - Raipur,8,2669.2,333.65,60.625,51.1625,21.875,0.03088875,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Rajkot,16,7115.8,444.7375,68.8125,46.4375,22.36875,0.05088725,Normal,Monitor performance
Karnal - Ranchi,18,7392.1,410.6722222,70.27777778,50.71666667,23.41666667,0.037517556,Normal,Monitor performance
Karnal - Ratlam,7,4349.1,621.3,63.42857143,44.07142857,25.1,0.053403286,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Rewa,8,3540.2,442.525,78.375,48.05,21.7,0.04709875,Normal,Monitor performance
Karnal - Rohtak,8,4413.8,551.725,76,48.4,21.725,0.077121875,Normal,Monitor performance
Karnal - Rourkela,12,10587.9,882.325,72.66666667,47.00833333,38.33333333,0.036918667,Normal,Monitor performance
Karnal - Sagar,10,7272.6,727.26,76.7,48.63,34.81,0.0455948,Normal,Monitor performance
Karnal - Salem,9,1896.2,210.6888889,68.88888889,45.11111111,15.7,0.043618889,Normal,Monitor performance
Karnal - Sangli,7,5643.1,806.1571429,62.57142857,43.9,40.2,0.054732714,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Satna,9,5178.9,575.4333333,70.11111111,50.08888889,24.17777778,0.063162778,Normal,Monitor performance
Karnal - Shillong,5,4338.8,867.76,71,53.88,38.14,0.0494132,Normal,Monitor performance
Karnal - Shimla,9,1567.8,174.2,64,52.36666667,9.666666667,0.080721222,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Silchar,15,15047.9,1003.193333,74.06666667,49.12,39,0.079434933,Normal,Monitor performance
Karnal - Siliguri,11,5771.9,524.7181818,73.63636364,49.56363636,29.15454545,0.040714,Normal,Monitor performance
Karnal - Solapur,6,3846.1,641.0166667,70,46.96666667,28.73333333,0.069628833,Normal,Monitor performance
Karnal - Sonipat,10,2552.9,255.29,69.8,48.36,11.98,0.0832971,Normal,Monitor performance
Karnal - Srinagar,9,5721.9,635.7666667,69.88888889,50.62222222,27.34444444,0.047426889,Normal,Monitor performance
Karnal - Surat,14,8004.3,571.7357143,66.64285714,47.57142857,27.07857143,0.042169357,Normal,Monitor performance
Karnal - Thiruvananthapuram,14,2731.1,195.0785714,65.07142857,53.15714286,11.24285714,0.047631214,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Tirunelveli,11,2952.2,268.3818182,68.09090909,43.59090909,17.69090909,0.049264545,Normal,Monitor performance
Karnal - Tirupati,12,4197.5,349.7916667,75.5,47.25,16.31666667,0.049301333,Normal,Monitor performance
Karnal - Tiruppur,18,16237,902.0555556,63.55555556,50.43888889,41.48333333,0.0295705,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Trichy,11,6875.9,625.0818182,75.72727273,50.60909091,28.74545455,0.064314,Normal,Monitor performance
Karnal - Tuticorin,10,7959.3,795.93,65,50.68,31.53,0.0701108,Low Utilization Lane,Improve load planning and shipment consolidation
Karnal - Udaipur,4,2614.3,653.575,85.5,43.025,36.75,0.03357575,Normal,Monitor performance
Karnal - Ujjain,7,1456,208,70.71428571,53.42857143,15.3,0.026843143,Normal,Monitor performance
Karnal - Vadodara,13,18253.1,1404.084615,74.53846154,51.8,48.13076923,0.037959,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Varanasi,13,8198.6,630.6615385,70.69230769,47.70769231,29.98461538,0.048304692,Normal,Monitor performance
Karnal - Vidisha,12,15820.8,1318.4,69.33333333,50.25,49.65833333,0.05414325,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karnal - Vijayawada,11,3144.3,285.8454545,73,53.49090909,12.9,0.045622,Normal,Monitor performance
Karnal - Visakhapatnam,11,4726,429.6363636,81.90909091,48.5,28.31818182,0.024426273,Normal,Monitor performance
Karnal - Wardha,16,4842.1,302.63125,70.625,51.7,14.61875,0.065200813,Normal,Monitor performance
Karnal - Yavatmal,8,5303.6,662.95,80.375,49.075,31.35,0.064337625,Normal,Monitor performance
Karur - Agartala,6,8561,1426.833333,72.33333333,52.11666667,46.1,0.048482333,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Agra,13,16784.2,1291.092308,70.69230769,51.26923077,55.25384615,0.042801308,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Ahmedabad,6,2149.6,358.2666667,60.5,42.21666667,19.21666667,0.036685333,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Aizawl,13,6895.1,530.3923077,72.53846154,47.63076923,26.31538462,0.048708615,Normal,Monitor performance
Karur - Ajmer,8,8082.7,1010.3375,72.75,53.3625,38.4875,0.077300375,Normal,Monitor performance
Karur - Akola,14,13001.6,928.6857143,69.78571429,49.24285714,38.42857143,0.066716429,Normal,Monitor performance
Karur - Ambala,12,10960.2,913.35,75.08333333,50.88333333,38.3,0.038327667,Normal,Monitor performance
Karur - Amritsar,10,13211,1321.1,71,45.1,61.44,0.0573079,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Anantapur,12,2725.8,227.15,71.91666667,44.13333333,12.775,0.03380375,Normal,Monitor performance
Karur - Asansol,5,1115.5,223.1,79,44.22,14.06,0.0343582,Normal,Monitor performance
Karur - Aurangabad,13,17610.6,1354.661538,70.23076923,48.71538462,55.88461538,0.030634154,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Ballari,13,14242.8,1095.6,61.76923077,47.38461538,47.13076923,0.036343538,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Bangalore,12,3155,262.9166667,67.5,52.875,14.03333333,0.0261975,Normal,Monitor performance
Karur - Belagavi,4,1413.6,353.4,62.25,47.6,13.6,0.0605045,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Belgaum,10,12567.8,1256.78,76.3,49.92,50.11,0.0961961,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Bhopal,10,2851.4,285.14,59.7,50.13,13.91,0.0804592,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Bhubaneswar,9,14335,1592.777778,71.55555556,49.75555556,58.8,0.064021778,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Bikaner,12,11543.8,961.9833333,68.41666667,46.09166667,61.23333333,0.045242167,Normal,Monitor performance
Karur - Bilaspur,5,9285,1857,64.8,54.38,48.26,0.0916048,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Karur - Bokaro,11,4786,435.0909091,68.54545455,51.55454545,26.26363636,0.024534909,Normal,Monitor performance
Karur - Burhanpur,15,11392.3,759.4866667,70.26666667,52.58,32.96666667,0.039924867,Normal,Monitor performance
Karur - Chandigarh,7,1181,168.7142857,63.28571429,51.51428571,12.17142857,0.036254429,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Chennai,12,13676.2,1139.683333,73,51.125,39.56666667,0.050356667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Coimbatore,9,16865.8,1873.977778,73.11111111,48.77777778,60.84444444,0.065308444,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Cuttack,8,1784.6,223.075,75.75,49.2625,10.675,0.0368125,Normal,Monitor performance
Karur - Darbhanga,7,1603.2,229.0285714,65.71428571,50.84285714,19.21428571,0.016481429,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Davangere,9,1093.7,121.5222222,73.22222222,48.84444444,8.511111111,0.047448444,Normal,Monitor performance
Karur - Dehradun,9,1031.5,114.6111111,72.88888889,51.88888889,7.744444444,0.089223667,Normal,Monitor performance
Karur - Delhi,9,6214.2,690.4666667,70.88888889,51.57777778,24.41111111,0.099751333,Normal,Monitor performance
Karur - Dhanbad,11,7697.1,699.7363636,69.63636364,46.08181818,33.73636364,0.069378364,Normal,Monitor performance
Karur - Erode,9,8608.5,956.5,60.77777778,45.37777778,45.93333333,0.045818444,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Ghaziabad,8,4372,546.5,70.625,52.05,36.575,0.082719,Normal,Monitor performance
Karur - Guntur,7,6336.2,905.1714286,75,52.68571429,42.58571429,0.043841571,Normal,Monitor performance
Karur - Guwahati,14,12300,878.5714286,75.85714286,50.12142857,34.47142857,0.052202714,Normal,Monitor performance
Karur - Gwalior,8,7423.9,927.9875,66.125,46.2625,37.2125,0.051455,Normal,Monitor performance
Karur - Haldia,12,7452.7,621.0583333,67,56.48333333,33.71666667,0.029962583,Normal,Monitor performance
Karur - Haridwar,11,14849.7,1349.972727,70.18181818,50.5,50.30909091,0.059688636,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Hassan,16,12180.4,761.275,69.0625,50.44375,28.6125,0.081785375,Normal,Monitor performance
Karur - Hisar,10,11752.7,1175.27,72.7,50.48,37.7,0.0935341,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Karur - Hoshangabad,11,1200,109.0909091,72,44.53636364,8.190909091,0.048636091,Normal,Monitor performance
Karur - Hubli,6,2539.3,423.2166667,79.66666667,53.31666667,21.01666667,0.0313735,Normal,Monitor performance
Karur - Imphal,6,979.4,163.2333333,73.83333333,51.23333333,9.75,0.069452333,Normal,Monitor performance
Karur - Indore,18,7660.2,425.5666667,72.27777778,49.41111111,19.26666667,0.054660722,Normal,Monitor performance
Karur - Itanagar,11,5307,482.4545455,70,52.01818182,23.49090909,0.029122273,Normal,Monitor performance
Karur - Jabalpur,5,2133.9,426.78,65.2,51.82,18.92,0.064278,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Jalandhar,12,8588.9,715.7416667,65.83333333,53.53333333,26.33333333,0.078415,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Jammu,8,5811.7,726.4625,55.5,53.2875,30.6875,0.061223625,Low Utilization Lane,Improve load planning and shipment consolidation
Karur - Jharsuguda,16,16066,1004.125,68.5625,50.16875,41.525,0.062352188,Normal,Monitor performance
Karur - Jodhpur,8,3231,403.875,69.375,47.125,21.65,0.0812905,Normal,Monitor performance
